source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0007166,cell surface receptor signaling pathway,0.004640342454139364,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",761,92,19,11686,0.20652173913043478,0.024967148488830485,query_1,['GO:0007165']
GO:BP,GO:0007474,imaginal disc-derived wing vein specification,0.004742845238019323,True,"""The regionalization process in which the area of a imaginal disc-derived wing that will form a wing vein is specified."" [GOC:dph, GOC:isa_complete, GOC:mtg_sensu]",58,92,6,11686,0.06521739130434782,0.10344827586206896,query_1,"['GO:0003002', 'GO:0007476']"
GO:BP,GO:0016477,cell migration,0.004902723971389798,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",314,92,12,11686,0.13043478260869565,0.03821656050955414,query_1,['GO:0048870']
GO:BP,GO:0080090,regulation of primary metabolic process,0.005491113037675712,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",1860,92,32,11686,0.34782608695652173,0.017204301075268817,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0009889,regulation of biosynthetic process,0.006155579690202779,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",1777,92,31,11686,0.33695652173913043,0.017445132245357344,query_1,"['GO:0009058', 'GO:0019222']"
GO:BP,GO:0048519,negative regulation of biological process,0.006225439466494005,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",1596,92,29,11686,0.31521739130434784,0.018170426065162906,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0048523,negative regulation of cellular process,0.007336745232713049,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",1520,92,28,11686,0.30434782608695654,0.018421052631578946,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']"
GO:BP,GO:0060255,regulation of macromolecule metabolic process,0.007347441526546197,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2076,92,34,11686,0.3695652173913043,0.016377649325626204,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0046620,regulation of organ growth,0.008936017520313902,True,"""Any process that modulates the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]",38,92,5,11686,0.05434782608695652,0.13157894736842105,query_1,"['GO:0035265', 'GO:0048638', 'GO:0051239']"
GO:BP,GO:0035265,organ growth,0.010186748933767212,True,"""The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function."" [GOC:bf, ISBN:0471245208, ISBN:0721662544]",39,92,5,11686,0.05434782608695652,0.1282051282051282,query_1,"['GO:0032501', 'GO:0048589']"
GO:BP,GO:0002009,morphogenesis of an epithelium,0.010328662132416684,True,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",338,92,12,11686,0.13043478260869565,0.03550295857988166,query_1,"['GO:0048729', 'GO:0060429']"
GO:BP,GO:0019222,regulation of metabolic process,0.016611093197256614,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",2253,92,35,11686,0.3804347826086957,0.015534842432312472,query_1,"['GO:0008152', 'GO:0050794']"
GO:BP,GO:0035295,tube development,0.017587150181438898,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",245,92,10,11686,0.10869565217391304,0.04081632653061224,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0007447,imaginal disc pattern formation,0.018632195881907638,True,"""The regionalization process that results in defined areas of the imaginal disc that will undergo specific cell differentaiton. Imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult appendages (legs, antennae, wings, etc.) during metamorphosis from larval to adult form."" [GOC:dph, GOC:isa_complete, GOC:jid]",109,92,7,11686,0.07608695652173914,0.06422018348623854,query_1,"['GO:0003002', 'GO:0007444']"
GO:BP,GO:0048729,tissue morphogenesis,0.019884936578139008,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",361,92,12,11686,0.13043478260869565,0.0332409972299169,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0036011,imaginal disc-derived leg segmentation,0.022908320241767748,True,"""Division of an imaginal disc-derived leg into a series of semi-repetitive parts or segments. The Drosophila leg, for example, has nine segments, each separated from the next by a flexible joint."" [GOC:bf]",23,92,4,11686,0.043478260869565216,0.17391304347826086,query_1,"['GO:0007480', 'GO:0035285']"
GO:BP,GO:0035285,appendage segmentation,0.022908320241767748,True,"""Division of an appendage, an organ or part that is attached to the main body of an organism, into a series of semi-repetitive parts or segments. Most arthropod appendages, such as the legs and antennae, are visibly segmented."" [PMID:10357895]",23,92,4,11686,0.043478260869565216,0.17391304347826086,query_1,"['GO:0035107', 'GO:0035282']"
GO:BP,GO:0009059,macromolecule biosynthetic process,0.026474306291183913,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",3031,92,42,11686,0.45652173913043476,0.013856812933025405,query_1,"['GO:0009058', 'GO:0043170']"
GO:BP,GO:0008045,motor neuron axon guidance,0.02653107666227351,True,"""The process in which the migration of an axon growth cone of a motor neuron is directed to a specific target site in response to a combination of attractive and repulsive cues."" [CL:0000100, GOC:pr, ISBN:0878932437]",78,92,6,11686,0.06521739130434782,0.07692307692307693,query_1,['GO:0007411']
GO:BP,GO:0014016,neuroblast differentiation,0.03171004733577594,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuroblast. There are at least four stages through which the pluripotent cells of epiblast or blastula become neuroblasts."" [GOC:ef, ISBN:0878932585]",49,92,5,11686,0.05434782608695652,0.10204081632653061,query_1,"['GO:0030154', 'GO:0048699']"
GO:BP,GO:0006412,translation,0.03441415168282326,True,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",445,92,13,11686,0.14130434782608695,0.029213483146067417,query_1,"['GO:0009059', 'GO:0010467', 'GO:0019538']"
GO:BP,GO:0048870,cell motility,0.039253220617568446,True,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",387,92,12,11686,0.13043478260869565,0.031007751937984496,query_1,['GO:0009987']
GO:BP,GO:0051960,regulation of nervous system development,0.04249293532934745,True,"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",218,92,9,11686,0.09782608695652174,0.04128440366972477,query_1,"['GO:0007399', 'GO:2000026']"
GO:BP,GO:0051128,regulation of cellular component organization,0.04355890068727402,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",738,92,17,11686,0.18478260869565216,0.023035230352303523,query_1,"['GO:0016043', 'GO:0050794']"
WP,WP:WP537,Translation factors,0.047310638679447146,True,Translation factors,38,5,3,371,0.6,0.07894736842105263,query_1,['WP:000000']
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,0.04903050659635701,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",598,92,15,11686,0.16304347826086957,0.02508361204013378,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']"
KEGG,KEGG:04391,Hippo signaling pathway - fly,0.049783863540868674,True,Hippo signaling pathway - fly,56,33,4,3541,0.12121212121212122,0.07142857142857142,query_1,['KEGG:00000']
